Label	Text
remove	get rid of olive oil
remove	exclude butter
add	please add honey
substitute	switch beef for oat flour
substitute	please use tofu instead of almond milk
add	please add rice
remove	eliminate almond milk
substitute	use coconut milk instead of butter
remove	remove eggs
substitute	replace mushroom with chia seeds
remove	skip the chicken
substitute	please use rice instead of oat flour
add	insert mushroom to my recipe
add	can you add vegan cheese?
remove	no milk in this
remove	eliminate olive oil
remove	can you remove vegan cheese?
remove	take out olive oil
substitute	switch almond milk for cheese
remove	get rid of honey
add	i want to include butter
remove	can you remove oat flour?
substitute	please use beef instead of eggs
remove	exclude oat flour
substitute	switch milk for quinoa
add	can you add honey?
substitute	exchange coconut milk with flour
substitute	substitute chia seeds for chicken
remove	don't use cheese
add	insert rice to my recipe
add	i want to include tofu
substitute	replace butter with honey
remove	exclude yogurt
add	add butter to the list
remove	take out tofu
remove	no chicken in this
substitute	change olive oil to chia seeds
add	i'd like to add chia seeds
add	can you add mushroom?
add	please add beef
add	i'd like to add coconut milk
substitute	use eggs instead of mushroom
add	include butter please
remove	no vegan cheese in this
add	please add yogurt
add	can you add tofu?
add	can you add butter?
add	i'd like to add quinoa
add	add mushroom to the list
remove	skip the rice
substitute	change beef to cheese
substitute	can we swap chicken with quinoa?
remove	take out butter
remove	exclude butter
substitute	can we swap chicken with milk?
substitute	i prefer sugar over chicken
add	throw in some rice
substitute	replace flour with oat flour
add	add oat flour
add	include mushroom please
add	let's put chicken in it
remove	skip the chicken
substitute	can we swap sugar with flour?
remove	get rid of beef
add	insert yogurt to my recipe
remove	delete beef from the list
substitute	switch chicken for quinoa
substitute	trade beef for butter
add	add eggs
add	let's put almond milk in it
add	let's put olive oil in it
substitute	change eggs to yogurt
substitute	use eggs instead of vegan cheese
add	i'd like to add almond milk
remove	can you remove honey?
remove	eliminate quinoa
remove	take out flour
remove	skip the coconut milk
substitute	replace oat flour with cheese
add	let's put chia seeds in it
remove	eliminate honey
add	throw in some almond milk
remove	remove quinoa
remove	skip the yogurt
remove	no butter in this
add	include vegan cheese please
substitute	change quinoa to mushroom
substitute	replace milk with vegan cheese
substitute	please use almond milk instead of oat flour
substitute	use butter instead of yogurt
add	throw in some eggs
substitute	please use almond milk instead of sugar
remove	get rid of eggs
substitute	i prefer quinoa over beef
substitute	can we swap sugar with chia seeds?
substitute	exchange cheese with butter
substitute	can we swap oat flour with quinoa?
substitute	i prefer beef over tofu
add	add milk
add	include chia seeds please
remove	exclude mushroom
substitute	change quinoa to tofu
remove	eliminate butter
substitute	exchange honey with olive oil
add	can you add honey?
remove	eliminate mushroom
add	throw in some eggs
add	can you add honey?
add	add cheese to the list
substitute	please use cheese instead of chicken
substitute	switch beef for almond milk
add	add vegan cheese to the list
substitute	use butter instead of tofu
add	include vegan cheese please
substitute	use chia seeds instead of coconut milk
remove	eliminate beef
substitute	can we swap flour with oat flour?
remove	get rid of sugar
add	add mushroom to the list
substitute	trade tofu for rice
substitute	i prefer vegan cheese over eggs
remove	eliminate yogurt
remove	skip the butter
add	i want to include vegan cheese
substitute	change beef to flour
substitute	exchange milk with quinoa
substitute	exchange tofu with chicken
substitute	please use flour instead of quinoa
remove	delete eggs from the list
substitute	replace olive oil with mushroom
remove	no quinoa in this
add	add butter
add	include beef please
add	please add tofu
add	please add coconut milk
remove	remove honey
remove	delete yogurt from the list
remove	no beef in this
add	please add chicken
remove	get rid of oat flour
substitute	exchange quinoa with mushroom
remove	skip the chicken
substitute	please use butter instead of olive oil
add	insert beef to my recipe
remove	delete oat flour from the list
substitute	use beef instead of honey
remove	take out milk
remove	take out vegan cheese
substitute	can we swap almond milk with mushroom?
remove	can you remove yogurt?
remove	no almond milk in this
remove	delete vegan cheese from the list
remove	can you remove butter?
remove	can you remove beef?
substitute	switch honey for coconut milk
add	throw in some milk
remove	delete sugar from the list
remove	remove flour
remove	eliminate chicken
remove	eliminate cheese
add	i want to include honey
add	throw in some flour
substitute	change rice to mushroom
remove	get rid of flour
add	can you add tofu?
remove	don't use rice
add	include oat flour please
add	let's put almond milk in it
add	i'd like to add olive oil
remove	eliminate coconut milk
substitute	please use sugar instead of cheese
substitute	please use quinoa instead of rice
substitute	exchange butter with sugar
substitute	can we swap sugar with eggs?
substitute	can we swap chicken with mushroom?
remove	skip the mushroom
add	include eggs please
substitute	can we swap almond milk with tofu?
remove	take out eggs
substitute	can we swap honey with tofu?
remove	exclude honey
remove	exclude cheese
remove	take out milk
substitute	can we swap rice with mushroom?
remove	exclude mushroom
remove	delete chicken from the list
substitute	please use chia seeds instead of milk
remove	eliminate chia seeds
remove	delete eggs from the list
add	add oat flour
remove	take out yogurt
substitute	please use milk instead of chia seeds
add	include yogurt please
add	add vegan cheese
add	throw in some mushroom
add	include flour please
add	i want to include almond milk
substitute	substitute honey for coconut milk
remove	delete olive oil from the list
remove	eliminate rice
remove	get rid of chia seeds
substitute	can we swap yogurt with chia seeds?
add	add honey
add	throw in some olive oil
remove	get rid of oat flour
substitute	switch eggs for beef
add	include almond milk please
substitute	please use mushroom instead of cheese
remove	skip the vegan cheese
add	let's put butter in it
add	let's put beef in it
add	let's put yogurt in it
add	add tofu to the list
substitute	use yogurt instead of coconut milk
substitute	exchange oat flour with sugar
remove	delete coconut milk from the list
add	add milk to the list
add	please add butter
add	can you add oat flour?
substitute	switch yogurt for cheese
add	i'd like to add olive oil
remove	get rid of butter
add	add vegan cheese to the list
remove	no honey in this
remove	exclude vegan cheese
substitute	trade quinoa for chia seeds
add	can you add chicken?
substitute	trade oat flour for yogurt
add	please add beef
remove	eliminate chicken
add	please add milk
add	add rice
add	add tofu
substitute	i prefer rice over cheese
add	throw in some honey
substitute	replace chicken with milk
substitute	trade almond milk for beef
substitute	substitute mushroom for milk
substitute	substitute mushroom for honey
remove	delete eggs from the list
remove	eliminate flour
substitute	replace beef with sugar
remove	delete beef from the list
remove	skip the tofu
substitute	i prefer almond milk over milk
remove	no tofu in this
remove	take out beef
substitute	i prefer mushroom over cheese
add	add olive oil to the list
substitute	trade sugar for yogurt
substitute	use milk instead of vegan cheese
substitute	use flour instead of rice
remove	can you remove chicken?
add	throw in some chicken
substitute	replace milk with flour
add	i want to include tofu
remove	can you remove oat flour?
remove	eliminate milk
add	let's put beef in it
remove	remove yogurt
add	let's put eggs in it
remove	remove quinoa
remove	get rid of beef
substitute	switch rice for sugar
add	insert beef to my recipe
add	please add almond milk
add	insert quinoa to my recipe
remove	skip the mushroom
add	please add yogurt
remove	exclude chia seeds
substitute	trade olive oil for oat flour
remove	exclude yogurt
substitute	substitute chia seeds for rice
remove	remove tofu
substitute	switch chia seeds for milk
substitute	i prefer almond milk over vegan cheese
remove	eliminate oat flour
remove	don't use quinoa
substitute	please use tofu instead of eggs
add	add rice
add	insert chia seeds to my recipe
add	add flour
add	please add olive oil
add	please add sugar
remove	remove eggs
add	throw in some vegan cheese
remove	don't use honey
substitute	please use eggs instead of milk
add	i want to include chicken
substitute	use olive oil instead of coconut milk
substitute	can we swap eggs with butter?
substitute	switch oat flour for beef
substitute	please use quinoa instead of tofu
substitute	use flour instead of olive oil
substitute	can we swap oat flour with quinoa?
substitute	i prefer milk over beef
remove	eliminate almond milk
add	i want to include flour
substitute	exchange olive oil with tofu
substitute	use milk instead of tofu
