PrevToken	Token	NextToken	Label
my	recipe	<END>	O
<START>	switch	sugar	O
switch	sugar	for	B-OLD
sugar	for	eggs	O
for	eggs	<END>	B-NEW
<START>	no	butter	O
no	butter	in	B-OLD
butter	in	this	O
in	this	<END>	O
<START>	please	add	O
please	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	vegan cheese	O
add	vegan cheese	<END>	B-NEW
<START>	no	oat flour	O
no	oat flour	in	B-OLD
oat flour	in	this	O
in	this	<END>	O
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	quinoa	O
of	quinoa	<END>	B-OLD
<START>	throw	in	O
throw	in	some	O
in	some	flour	O
some	flour	<END>	B-NEW
<START>	include	beef	O
include	beef	please	B-NEW
beef	please	<END>	O
<START>	dont	use	O
dont	use	quinoa	O
use	quinoa	<END>	B-NEW
<START>	replace	quinoa	O
replace	quinoa	with	B-OLD
quinoa	with	chia	O
with	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	can	we	O
can	we	swap	O
we	swap	olive oil	O
swap	olive oil	with	B-OLD
olive oil	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	include	almond milk	O
include	almond milk	please	B-NEW
almond milk	please	<END>	O
<START>	exclude	olive oil	O
exclude	olive oil	<END>	B-OLD
<START>	eliminate	quinoa	O
eliminate	quinoa	<END>	B-OLD
<START>	no	mushroom	O
no	mushroom	in	B-OLD
mushroom	in	this	O
in	this	<END>	O
<START>	substitute	chia	O
substitute	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	beef	O
for	beef	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	almond milk	O
swap	almond milk	with	B-OLD
almond milk	with	quinoa	O
with	quinoa	?	B-NEW
quinoa	?	<END>	I-NEW
<START>	use	oat flour	O
use	oat flour	instead	B-NEW
oat flour	instead	of	O
instead	of	cheese	O
of	cheese	<END>	B-OLD
<START>	please	use	O
please	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	i	prefer	O
i	prefer	tofu	O
prefer	tofu	over	B-OLD
tofu	over	chicken	O
over	chicken	<END>	B-NEW
<START>	exchange	mushroom	O
exchange	mushroom	with	B-OLD
mushroom	with	vegan cheese	O
with	vegan cheese	<END>	B-NEW
<START>	please	add	O
please	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	to	I-NEW
seeds	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	eggs	O
add	eggs	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	almond milk	O
swap	almond milk	with	B-OLD
almond milk	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	add	rice	O
add	rice	<END>	B-NEW
<START>	exchange	oat flour	O
exchange	oat flour	with	B-OLD
oat flour	with	eggs	O
with	eggs	<END>	B-NEW
<START>	no	tofu	O
no	tofu	in	B-OLD
tofu	in	this	O
in	this	<END>	O
<START>	include	butter	O
include	butter	please	B-NEW
butter	please	<END>	O
<START>	add	honey	O
add	honey	<END>	B-NEW
<START>	add	almond milk	O
add	almond milk	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	include	mushroom	O
include	mushroom	please	B-NEW
mushroom	please	<END>	O
<START>	can	we	O
can	we	swap	O
we	swap	sugar	O
swap	sugar	with	B-OLD
sugar	with	olive oil	O
with	olive oil	?	B-NEW
olive oil	?	<END>	I-NEW
<START>	trade	mushroom	O
trade	mushroom	for	B-OLD
mushroom	for	chicken	O
for	chicken	<END>	B-NEW
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	butter	O
of	butter	<END>	B-OLD
<START>	replace	eggs	O
replace	eggs	with	B-OLD
eggs	with	sugar	O
with	sugar	<END>	B-NEW
<START>	i	prefer	O
i	prefer	flour	O
prefer	flour	over	B-OLD
flour	over	oat flour	O
over	oat flour	<END>	B-NEW
<START>	remove	flour	O
remove	flour	<END>	B-OLD
<START>	no	yogurt	O
no	yogurt	in	B-OLD
yogurt	in	this	O
in	this	<END>	O
<START>	include	eggs	O
include	eggs	please	B-NEW
eggs	please	<END>	O
<START>	use	coconut milk	O
use	coconut milk	instead	B-NEW
coconut milk	instead	of	O
instead	of	chia	O
of	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	please	use	O
please	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	replace	flour	O
replace	flour	with	B-OLD
flour	with	chia	O
with	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	substitute	honey	O
substitute	honey	for	B-OLD
honey	for	yogurt	O
for	yogurt	<END>	B-NEW
<START>	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	cheese	O
some	cheese	<END>	B-NEW
<START>	add	rice	O
add	rice	to	B-NEW
rice	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	switch	eggs	O
switch	eggs	for	B-OLD
eggs	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	cheese	O
of	cheese	<END>	B-OLD
<START>	take	out	O
take	out	milk	O
out	milk	<END>	B-OLD
<START>	switch	flour	O
switch	flour	for	B-OLD
flour	for	rice	O
for	rice	<END>	B-NEW
<START>	please	use	O
please	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	coconut milk	O
of	coconut milk	<END>	B-OLD
<START>	please	add	O
please	add	oat flour	O
add	oat flour	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	milk	O
of	milk	<END>	B-OLD
<START>	eliminate	flour	O
eliminate	flour	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	cheese	O
remove	cheese	?	B-OLD
cheese	?	<END>	I-OLD
<START>	please	add	O
please	add	cheese	O
add	cheese	<END>	B-NEW
<START>	insert	sugar	O
insert	sugar	to	B-NEW
sugar	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	take	out	O
take	out	cheese	O
out	cheese	<END>	B-OLD
<START>	no	butter	O
no	butter	in	B-OLD
butter	in	this	O
in	this	<END>	O
<START>	please	add	O
please	add	eggs	O
add	eggs	<END>	B-NEW
<START>	remove	honey	O
remove	honey	<END>	B-OLD
<START>	change	vegan cheese	O
change	vegan cheese	to	B-OLD
vegan cheese	to	olive oil	O
to	olive oil	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	eggs	O
remove	eggs	?	B-OLD
eggs	?	<END>	I-OLD
<START>	throw	in	O
throw	in	some	O
in	some	chia	O
some	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	skip	the	O
skip	the	olive oil	O
the	olive oil	<END>	B-OLD
<START>	no	milk	O
no	milk	in	B-OLD
milk	in	this	O
in	this	<END>	O
<START>	please	add	O
please	add	yogurt	O
add	yogurt	<END>	B-NEW
<START>	skip	the	O
skip	the	beef	O
the	beef	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	trade	quinoa	O
trade	quinoa	for	B-OLD
quinoa	for	almond milk	O
for	almond milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	cheese	O
add	cheese	<END>	B-NEW
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	rice	O
include	rice	<END>	B-NEW
<START>	include	yogurt	O
include	yogurt	please	B-NEW
yogurt	please	<END>	O
<START>	add	chicken	O
add	chicken	to	B-NEW
chicken	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	quinoa	O
some	quinoa	<END>	B-NEW
<START>	switch	quinoa	O
switch	quinoa	for	B-OLD
quinoa	for	flour	O
for	flour	<END>	B-NEW
<START>	please	add	O
please	add	rice	O
add	rice	<END>	B-NEW
<START>	no	mushroom	O
no	mushroom	in	B-OLD
mushroom	in	this	O
in	this	<END>	O
<START>	replace	almond milk	O
replace	almond milk	with	B-OLD
almond milk	with	eggs	O
with	eggs	<END>	B-NEW
<START>	substitute	rice	O
substitute	rice	for	B-OLD
rice	for	chicken	O
for	chicken	<END>	B-NEW
<START>	get	rid	O
get	rid	of	O
rid	of	beef	O
of	beef	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	no	beef	O
no	beef	in	B-OLD
beef	in	this	O
in	this	<END>	O
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	quinoa	O
include	quinoa	<END>	B-NEW
<START>	can	we	O
can	we	swap	O
we	swap	cheese	O
swap	cheese	with	B-OLD
cheese	with	coconut milk	O
with	coconut milk	?	B-NEW
coconut milk	?	<END>	I-NEW
<START>	trade	flour	O
trade	flour	for	B-OLD
flour	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	eggs	O
add	eggs	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	oat flour	O
some	oat flour	<END>	B-NEW
<START>	use	tofu	O
use	tofu	instead	B-NEW
tofu	instead	of	O
instead	of	chia	O
of	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	substitute	yogurt	O
substitute	yogurt	for	B-OLD
yogurt	for	chicken	O
for	chicken	<END>	B-NEW
<START>	remove	eggs	O
remove	eggs	<END>	B-OLD
<START>	please	use	O
please	use	honey	O
use	honey	instead	B-NEW
honey	instead	of	O
instead	of	milk	O
of	milk	<END>	B-OLD
<START>	substitute	yogurt	O
substitute	yogurt	for	B-OLD
yogurt	for	eggs	O
for	eggs	<END>	B-NEW
<START>	lets	put	O
lets	put	vegan cheese	O
put	vegan cheese	in	B-NEW
vegan cheese	in	it	O
in	it	<END>	O
<START>	please	use	O
please	use	rice	O
use	rice	instead	B-NEW
rice	instead	of	O
instead	of	milk	O
of	milk	<END>	B-OLD
<START>	take	out	O
take	out	beef	O
out	beef	<END>	B-OLD
<START>	exclude	chicken	O
exclude	chicken	<END>	B-OLD
<START>	exchange	rice	O
exchange	rice	with	B-OLD
rice	with	vegan cheese	O
with	vegan cheese	<END>	B-NEW
<START>	add	honey	O
add	honey	to	B-NEW
honey	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	please	use	O
please	use	quinoa	O
use	quinoa	instead	B-NEW
quinoa	instead	of	O
instead	of	beef	O
of	beef	<END>	B-OLD
<START>	trade	coconut milk	O
trade	coconut milk	for	B-OLD
coconut milk	for	honey	O
for	honey	<END>	B-NEW
<START>	insert	vegan cheese	O
insert	vegan cheese	to	B-NEW
vegan cheese	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	can	we	O
can	we	swap	O
we	swap	chia	O
swap	chia	seeds	B-OLD
chia	seeds	with	I-OLD
seeds	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	use	quinoa	O
use	quinoa	instead	B-NEW
quinoa	instead	of	O
instead	of	beef	O
of	beef	<END>	B-OLD
<START>	replace	mushroom	O
replace	mushroom	with	B-OLD
mushroom	with	tofu	O
with	tofu	<END>	B-NEW
<START>	please	use	O
please	use	olive oil	O
use	olive oil	instead	B-NEW
olive oil	instead	of	O
instead	of	eggs	O
of	eggs	<END>	B-OLD
<START>	substitute	olive oil	O
substitute	olive oil	for	B-OLD
olive oil	for	oat flour	O
for	oat flour	<END>	B-NEW
<START>	trade	butter	O
trade	butter	for	B-OLD
butter	for	oat flour	O
for	oat flour	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	yogurt	O
some	yogurt	<END>	B-NEW
<START>	please	use	O
please	use	milk	O
use	milk	instead	B-NEW
milk	instead	of	O
instead	of	eggs	O
of	eggs	<END>	B-OLD
<START>	exchange	eggs	O
exchange	eggs	with	B-OLD
eggs	with	chicken	O
with	chicken	<END>	B-NEW
<START>	i	prefer	O
i	prefer	cheese	O
prefer	cheese	over	B-OLD
cheese	over	tofu	O
over	tofu	<END>	B-NEW
<START>	no	vegan cheese	O
no	vegan cheese	in	B-OLD
vegan cheese	in	this	O
in	this	<END>	O
<START>	use	flour	O
use	flour	instead	B-NEW
flour	instead	of	O
instead	of	oat flour	O
of	oat flour	<END>	B-OLD
<START>	no	rice	O
no	rice	in	B-OLD
rice	in	this	O
in	this	<END>	O
<START>	please	use	O
please	use	beef	O
use	beef	instead	B-NEW
beef	instead	of	O
instead	of	chicken	O
of	chicken	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	delete	oat flour	O
delete	oat flour	from	B-OLD
oat flour	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	butter	O
include	butter	<END>	B-NEW
<START>	eliminate	oat flour	O
eliminate	oat flour	<END>	B-OLD
<START>	replace	almond milk	O
replace	almond milk	with	B-OLD
almond milk	with	mushroom	O
with	mushroom	<END>	B-NEW
<START>	i	prefer	O
i	prefer	honey	O
prefer	honey	over	B-OLD
honey	over	flour	O
over	flour	<END>	B-NEW
<START>	add	flour	O
add	flour	to	B-NEW
flour	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	remove	almond milk	O
remove	almond milk	<END>	B-OLD
<START>	no	oat flour	O
no	oat flour	in	B-OLD
oat flour	in	this	O
in	this	<END>	O
<START>	replace	milk	O
replace	milk	with	B-OLD
milk	with	rice	O
with	rice	<END>	B-NEW
<START>	switch	chia	O
switch	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	almond milk	O
for	almond milk	<END>	B-NEW
<START>	substitute	almond milk	O
substitute	almond milk	for	B-OLD
almond milk	for	yogurt	O
for	yogurt	<END>	B-NEW
<START>	switch	butter	O
switch	butter	for	B-OLD
butter	for	chicken	O
for	chicken	<END>	B-NEW
<START>	add	chia	O
add	chia	seeds	B-NEW
chia	seeds	to	I-NEW
seeds	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	remove	cheese	O
remove	cheese	<END>	B-OLD
<START>	remove	quinoa	O
remove	quinoa	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	rice	O
add	rice	?	B-NEW
rice	?	<END>	I-NEW
<START>	substitute	olive oil	O
substitute	olive oil	for	B-OLD
olive oil	for	rice	O
for	rice	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	tofu	O
add	tofu	<END>	B-NEW
<START>	no	eggs	O
no	eggs	in	B-OLD
eggs	in	this	O
in	this	<END>	O
<START>	eliminate	rice	O
eliminate	rice	<END>	B-OLD
<START>	i	prefer	O
i	prefer	eggs	O
prefer	eggs	over	B-OLD
eggs	over	rice	O
over	rice	<END>	B-NEW
<START>	add	flour	O
add	flour	to	B-NEW
flour	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	eliminate	mushroom	O
eliminate	mushroom	<END>	B-OLD
<START>	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	substitute	coconut milk	O
substitute	coconut milk	for	B-OLD
coconut milk	for	tofu	O
for	tofu	<END>	B-NEW
<START>	i	prefer	O
i	prefer	cheese	O
prefer	cheese	over	B-OLD
cheese	over	oat flour	O
over	oat flour	<END>	B-NEW
<START>	throw	in	O
throw	in	some	O
in	some	honey	O
some	honey	<END>	B-NEW
<START>	eliminate	quinoa	O
eliminate	quinoa	<END>	B-OLD
<START>	exchange	tofu	O
exchange	tofu	with	B-OLD
tofu	with	honey	O
with	honey	<END>	B-NEW
<START>	please	add	O
please	add	beef	O
add	beef	<END>	B-NEW
<START>	no	beef	O
no	beef	in	B-OLD
beef	in	this	O
in	this	<END>	O
<START>	please	add	O
please	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	replace	rice	O
replace	rice	with	B-OLD
rice	with	olive oil	O
with	olive oil	<END>	B-NEW
<START>	remove	chicken	O
remove	chicken	<END>	B-OLD
<START>	no	chicken	O
no	chicken	in	B-OLD
chicken	in	this	O
in	this	<END>	O
<START>	switch	vegan cheese	O
switch	vegan cheese	for	B-OLD
vegan cheese	for	cheese	O
for	cheese	<END>	B-NEW
<START>	add	vegan cheese	O
add	vegan cheese	to	B-NEW
vegan cheese	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	exclude	mushroom	O
exclude	mushroom	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	eggs	O
remove	eggs	?	B-OLD
eggs	?	<END>	I-OLD
<START>	lets	put	O
lets	put	mushroom	O
put	mushroom	in	B-NEW
mushroom	in	it	O
in	it	<END>	O
<START>	take	out	O
take	out	vegan cheese	O
out	vegan cheese	<END>	B-OLD
<START>	exclude	oat flour	O
exclude	oat flour	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	beef	O
add	beef	<END>	B-NEW
<START>	trade	mushroom	O
trade	mushroom	for	B-OLD
mushroom	for	cheese	O
for	cheese	<END>	B-NEW
<START>	change	tofu	O
change	tofu	to	B-OLD
tofu	to	mushroom	O
to	mushroom	<END>	B-OLD
<START>	add	sugar	O
add	sugar	<END>	B-NEW
<START>	change	vegan cheese	O
change	vegan cheese	to	B-OLD
vegan cheese	to	rice	O
to	rice	<END>	B-OLD
<START>	change	almond milk	O
change	almond milk	to	B-OLD
almond milk	to	flour	O
to	flour	<END>	B-OLD
<START>	switch	tofu	O
switch	tofu	for	B-OLD
tofu	for	chia	O
for	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	take	out	O
take	out	almond milk	O
out	almond milk	<END>	B-OLD
<START>	trade	oat flour	O
trade	oat flour	for	B-OLD
oat flour	for	chia	O
for	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	trade	butter	O
trade	butter	for	B-OLD
butter	for	quinoa	O
for	quinoa	<END>	B-NEW
<START>	lets	put	O
lets	put	eggs	O
put	eggs	in	B-NEW
eggs	in	it	O
in	it	<END>	O
<START>	trade	almond milk	O
trade	almond milk	for	B-OLD
almond milk	for	coconut milk	O
for	coconut milk	<END>	B-NEW
<START>	please	use	O
please	use	cheese	O
use	cheese	instead	B-NEW
cheese	instead	of	O
instead	of	beef	O
of	beef	<END>	B-OLD
<START>	replace	beef	O
replace	beef	with	B-OLD
beef	with	honey	O
with	honey	<END>	B-NEW
<START>	please	use	O
please	use	sugar	O
use	sugar	instead	B-NEW
sugar	instead	of	O
instead	of	eggs	O
of	eggs	<END>	B-OLD
<START>	trade	eggs	O
trade	eggs	for	B-OLD
eggs	for	olive oil	O
for	olive oil	<END>	B-NEW
<START>	please	add	O
please	add	eggs	O
add	eggs	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	honey	O
add	honey	<END>	B-NEW
<START>	skip	the	O
skip	the	olive oil	O
the	olive oil	<END>	B-OLD
<START>	can	you	O
can	you	add	O
you	add	cheese	O
add	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	exchange	cheese	O
exchange	cheese	with	B-OLD
cheese	with	chia	O
with	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	please	use	O
please	use	yogurt	O
use	yogurt	instead	B-NEW
yogurt	instead	of	O
instead	of	mushroom	O
of	mushroom	<END>	B-OLD
<START>	take	out	O
take	out	almond milk	O
out	almond milk	<END>	B-OLD
<START>	insert	quinoa	O
insert	quinoa	to	B-NEW
quinoa	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	yogurt	O
include	yogurt	<END>	B-NEW
<START>	no	tofu	O
no	tofu	in	B-OLD
tofu	in	this	O
in	this	<END>	O
<START>	insert	rice	O
insert	rice	to	B-NEW
rice	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	exclude	quinoa	O
exclude	quinoa	<END>	B-OLD
<START>	include	honey	O
include	honey	please	B-NEW
honey	please	<END>	O
<START>	replace	milk	O
replace	milk	with	B-OLD
milk	with	quinoa	O
with	quinoa	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	eggs	O
add	eggs	<END>	B-NEW
<START>	include	flour	O
include	flour	please	B-NEW
flour	please	<END>	O
<START>	eliminate	cheese	O
eliminate	cheese	<END>	B-OLD
<START>	use	butter	O
use	butter	instead	B-NEW
butter	instead	of	O
instead	of	almond milk	O
of	almond milk	<END>	B-OLD
<START>	switch	chia	O
switch	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	sugar	O
for	sugar	<END>	B-NEW
<START>	can	you	O
can	you	add	O
you	add	chicken	O
add	chicken	?	B-NEW
chicken	?	<END>	I-NEW
<START>	can	we	O
can	we	swap	O
we	swap	vegan cheese	O
swap	vegan cheese	with	B-OLD
vegan cheese	with	flour	O
with	flour	?	B-NEW
flour	?	<END>	I-NEW
<START>	exclude	rice	O
exclude	rice	<END>	B-OLD
<START>	change	chia	O
change	chia	seeds	B-OLD
chia	seeds	to	I-OLD
seeds	to	almond milk	O
to	almond milk	<END>	B-OLD
<START>	can	we	O
can	we	swap	O
we	swap	flour	O
swap	flour	with	B-OLD
flour	with	cheese	O
with	cheese	?	B-NEW
cheese	?	<END>	I-NEW
<START>	can	you	O
can	you	remove	O
you	remove	quinoa	O
remove	quinoa	?	B-OLD
quinoa	?	<END>	I-OLD
<START>	can	you	O
can	you	remove	O
you	remove	quinoa	O
remove	quinoa	?	B-OLD
quinoa	?	<END>	I-OLD
<START>	change	flour	O
change	flour	to	B-OLD
flour	to	tofu	O
to	tofu	<END>	B-OLD
<START>	eliminate	coconut milk	O
eliminate	coconut milk	<END>	B-OLD
<START>	add	almond milk	O
add	almond milk	to	B-NEW
almond milk	to	the	O
to	the	list	O
the	list	<END>	B-NEW
<START>	delete	cheese	O
delete	cheese	from	B-OLD
cheese	from	the	O
from	the	list	O
the	list	<END>	B-OLD
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	vegan cheese	O
add	vegan cheese	<END>	B-NEW
<START>	insert	quinoa	O
insert	quinoa	to	B-NEW
quinoa	to	my	O
to	my	recipe	O
my	recipe	<END>	O
<START>	remove	chia	O
remove	chia	seeds	B-OLD
chia	seeds	<END>	I-OLD
<START>	eliminate	cheese	O
eliminate	cheese	<END>	B-OLD
<START>	change	almond milk	O
change	almond milk	to	B-OLD
almond milk	to	eggs	O
to	eggs	<END>	B-OLD
<START>	substitute	chia	O
substitute	chia	seeds	B-OLD
chia	seeds	for	I-OLD
seeds	for	oat flour	O
for	oat flour	<END>	B-NEW
<START>	id	like	O
id	like	to	O
like	to	add	O
to	add	mushroom	O
add	mushroom	<END>	B-NEW
<START>	remove	vegan cheese	O
remove	vegan cheese	<END>	B-OLD
<START>	change	beef	O
change	beef	to	B-OLD
beef	to	butter	O
to	butter	<END>	B-OLD
<START>	i	want	O
i	want	to	O
want	to	include	O
to	include	quinoa	O
include	quinoa	<END>	B-NEW
<START>	please	add	O
please	add	olive oil	O
add	olive oil	<END>	B-NEW
<START>	skip	the	O
skip	the	vegan cheese	O
the	vegan cheese	<END>	B-OLD
<START>	use	chicken	O
use	chicken	instead	B-NEW
chicken	instead	of	O
instead	of	coconut milk	O
of	coconut milk	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	eggs	O
of	eggs	<END>	B-OLD
<START>	can	you	O
can	you	remove	O
you	remove	chicken	O
remove	chicken	?	B-OLD
chicken	?	<END>	I-OLD
<START>	trade	quinoa	O
trade	quinoa	for	B-OLD
quinoa	for	chia	O
for	chia	seeds	B-NEW
chia	seeds	<END>	I-NEW
<START>	exclude	chicken	O
exclude	chicken	<END>	B-OLD
<START>	get	rid	O
get	rid	of	O
rid	of	honey	O
of	honey	<END>	B-OLD
<START>	remove	tofu	O
remove	tofu	<END>	B-OLD
<START>	add	butter	O
add	butter	<END>	B-NEW
<START>	eliminate	coconut milk	O
eliminate	coconut milk	<END>	B-OLD
<START>	throw	in	O
throw	in	some	O
in	some	yogurt	O
some	yogurt	<END>	B-NEW
